School Code,School Name,School Type,Address 1,Town,State,TOTAL_Enrollment,Average Salary,Zipcode
3480240,Union Hill School,Public School,1 Chapin Street,Worcester,MA,521,78256,1604
3480285,University Pk Campus School,Public School,12 Freeland Street,Worcester,MA,254,78256,1610
3480280,Vernon Hill School,Public School,211 Providence Street,Worcester,MA,561,78256,1607
3480026,Wawecus Road School,Public School,20 Wawecus Rd,Worcester,MA,147,78256,1605
3480260,West Tatnuck,Public School,300 Mower Street,Worcester,MA,341,78256,1602
3480030,Woodland Academy,Public School,93 Woodland Street,Worcester,MA,627,78256,1610
3480225,Worcester Arts Magnet School,Public School,315 St Nicholas Avenue,Worcester,MA,405,78256,1606
3480420,Worcester East Middle,Public School,420 Grafton Street,Worcester,MA,816,78256,1604
3480605,Worcester Technical High,Public School,1 Skyline Drive,Worcester,MA,1389,78256,1605
3490010,R. H. Conwell,Public School,174 Huntington Road,Worthington,MA,60,,1098
3500010,Charles E Roderick,Public School,120 Taunton Street,Wrentham,MA,439,70996,2093
3500003,Delaney,Public School,120 Taunton Street,Wrentham,MA,592,70996,2093
35090305,Argosy Collegiate Charter School,Charter School,263 Hamlet Street,Fall River,MA,307,,2724
35020405,Baystate Academy Charter Public School,Charter School,2001 Roosevelt Avenue,Springfield,MA,392,,1104
35110205,Bentley Academy Charter School,Charter School,25 Memorial Drive,Salem,MA,257,,1970
35040505,City on a Hill Charter Public School Dudley Square,Charter School,2179 Washington Street,Roxbury,MA,281,,2119
35070505,City on a Hill Charter Public School New Bedford,Charter School,384 Acushnet Ave,New Bedford,MA,177,,2740
35030205,Collegiate Charter School of Lowell,Charter School,1857 Middlesex Street,Lowell,MA,646,,1851
35160305,Hampden Charter School of Science West,Charter School,20 Johnson Road,Chicopee,MA,0,,1022
35140305,Libertas Academy Charter School,Charter School,27 Lyman Street,Springfield,MA,0,,1103
35170505,Map Academy Charter School,Charter School,6 Main Street Extension #3169,Plymouth,MA,0,,2361
39010900,Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,Public School,278 Main St.,Greenfield,MA,667,,1301
35130305,New Heights Charter School of Brockton,Charter School,1690 Main st.,Brockton,MA,313,,2301
35150205,Old Sturbridge Academy Charter Public School,Charter School,1 Old Sturbridge Village Road,Sturbridge,MA,0,,1566
35010505,Paulo Freire Social Justice Charter School,Charter School,161 Lower Westfield Road,Holyoke,MA,328,,1041
35080505,Phoenix Academy Public Charter High School Springfield,Charter School,65 Lincoln Street,Springfield,MA,193,,1105
35060505,Pioneer Charter School of Science II (PCSS-II),Charter School,97 Main Street,Saugus,MA,322,,1906
35100205,Springfield Preparatory Charter School,Charter School,370 Pine St.,Springfield,MA,163,,1105
39020900,TEC Connections Academy Commonwealth Virtual School,Public School,141 Mansion Drive,East Walpole,MA,1119,,2032
35050405,UP Academy Charter School of Dorchester,Charter School,35 Westville Street,Boston,MA,744,,2124
35120305,UP Academy Charter School of Springfield,Charter School,90 Canal Street Suite 610,Boston,MA,0,,2114
